"direction","p","expected_p","observed_minus_log10_p","expected_minus_log10_p"
"reverse",0.0539350166088017,0.0524809160305344,1.26812918319422,1.27999859315346
"reverse",0.0543622246807697,0.053117048346056,1.26470277881937,1.27476606621979
"reverse",0.0552821443719961,0.0537531806615776,1.25741511920002,1.2695958327537
"reverse",0.0559407022858362,0.0543893129770992,1.25227208574874,1.26448642697522
"reverse",0.0563122652078736,0.0550254452926209,1.24939700244956,1.25943643423858
"reverse",0.0567570445621708,0.0556615776081425,1.24598022709332,1.25444448868108
"reverse",0.0575312142648911,0.0562977099236641,1.24009645957477,1.24950927100556
"reverse",0.0582320431251806,0.0569338422391858,1.23483797200042,1.24462950638748
"reverse",0.0595428332022655,0.0575699745547074,1.22517050434103,1.23980396249819
"reverse",0.0606657257078913,0.058206106870229,1.21705660282865,1.23503144763694
"reverse",0.0613246308718073,0.0588422391857506,1.21236505724012,1.23031080896436
"reverse",0.0618740720242154,0.0594783715012723,1.20849130147712,1.22564093083087
"reverse",0.0619028544619341,0.0601145038167939,1.20828932434847,1.22102073319413
"reverse",0.0619499343605299,0.0607506361323155,1.20795914944732,1.21644917011964
"reverse",0.0619499343605299,0.0613867684478372,1.20795914944732,1.2119252283596
"reverse",0.0625572651711687,0.0620229007633588,1.20372224567442,1.20744792600485
"reverse",0.064081261440261,0.0626590330788804,1.19326894774853,1.20301631120578
"reverse",0.0654121676930314,0.063295165394402,1.18434145854999,1.19862946095766
"reverse",0.0661090313490654,0.0639312977099237,1.1797392062158,1.19428647994688
"reverse",0.0664891927364516,0.0645674300254453,1.17724893990517,1.18998649945416
"reverse",0.0674160352093493,0.0652035623409669,1.17123679226793,1.18572867631162
"reverse",0.0676704221099865,0.0658396946564886,1.16960111449531,1.18151219191045
"reverse",0.0677144023520961,0.0664758269720102,1.16931895026887,1.17733625125632
"reverse",0.0679780012594444,0.0671119592875318,1.16763160901973,1.17320008206968
"reverse",0.0690307034101978,0.0677480916030534,1.16095770120809,1.16910293392863
"reverse",0.0694353156966002,0.0683842239185751,1.15841958558126,1.16504407745177
"reverse",0.0697434025781508,0.0690203562340967,1.15649686847614,1.16102280351884
"reverse",0.069808366199514,0.0696564885496183,1.15609252613684,1.15703842252725
"reverse",0.0705403120721308,0.0702926208651399,1.15156262333447,1.15309026368226
"reverse",0.0705877181805912,0.0709287531806616,1.15127085688594,1.14917767431921
"reverse",0.0706446032414318,0.0715648854961832,1.15092100963975,1.14530001925601
"reverse",0.0706516746972479,0.0722010178117048,1.15087753936173,1.14145668017425
"reverse",0.0707596512412158,0.0728371501272265,1.15021431629918,1.13764705502748
"reverse",0.0714500068523957,0.0734732824427481,1.1459977252221,1.13387055747523
"reverse",0.0733435994280246,0.0741094147582697,1.13463778031256,1.13012661634135
"reverse",0.0741654600482141,0.0747455470737913,1.12979830500269,1.12641467509563
"reverse",0.0759847234633252,0.075381679389313,1.1192737127516,1.12273419135727
"reverse",0.0765332867171492,0.0760178117048346,1.11614963552105,1.11908463641923
"reverse",0.0767079504660051,0.0766539440203562,1.11515962086755,1.1154654947925
"reverse",0.0767772507051883,0.0772900763358779,1.1147674434682,1.11187626376906
"reverse",0.0775612183602885,0.0779262086513995,1.11035537748149,1.10831645300284
"reverse",0.0782095003644195,0.0785623409669211,1.10674048856117,1.1047855841077
"reverse",0.0798585362162759,0.0791984732824427,1.09767865456017,1.10128319027163
"reverse",0.0801903304156763,0.0798346055979644,1.09587799705617,1.09780881588633
"reverse",0.0806999244537972,0.080470737913486,1.09312687183697,1.09436201619155
"reverse",0.0813534114719258,0.0811068702290076,1.0896242306513,1.09094235693342
"reverse",0.0821525496314055,0.0817430025445293,1.08537895354763,1.08754941403608
"reverse",0.0827283757573719,0.0823791348600509,1.08234550228371,1.08418277328612
"reverse",0.0851295942385439,0.0830152671755725,1.06991943662268,1.08084203002909
"reverse",0.0857397483080528,0.0836513994910942,1.06681779570974,1.07752678887761
"reverse",0.0868183403655526,0.0842875318066158,1.06138852046658,1.07423666343056
"reverse",0.0871889566422769,0.0849236641221374,1.05953851934545,1.0709712760028
"reverse",0.0873130156325002,0.085559796437659,1.05892101178082,1.06773025736496
"reverse",0.0873742587428674,0.0861959287531807,1.05861649565539,1.06451324649296
"reverse",0.0875879726517606,0.0868320610687023,1.05755552590485,1.06131989032661
"reverse",0.0883992067273261,0.0874681933842239,1.05355163222098,1.05814984353711
"reverse",0.0885134207925645,0.0881043256997456,1.05299087467783,1.05500276830292
"reverse",0.0901769543815754,0.0887404580152672,1.04490443655675,1.05187833409377
"reverse",0.090625111264664,0.0893765903307888,1.04275144721709,1.04877621746229
"reverse",0.0907735317539488,0.0900127226463104,1.04204076699579,1.04569610184308
"reverse",0.0918705307029427,0.0906488549618321,1.03682377485481,1.04263767735886
"reverse",0.0921784678337671,0.0912849872773537,1.03537051488009,1.03960064063338
"reverse",0.0923793720375608,0.0919211195928753,1.03442499426039,1.03658469461082
"reverse",0.0935170775542012,0.0925572519083969,1.02910907350913,1.03358954838146
"reverse",0.0938916001205837,0.0931933842239186,1.02737325953854,1.03061491701326
"reverse",0.0953633026081116,0.0938295165394402,1.02061871691967,1.02766052138921
"reverse",0.0963360323989967,0.0944656488549618,1.01621124407831,1.02472608805016
"reverse",0.0967495180165982,0.0951017811704835,1.01435118985689,1.02181134904294
