"dataset","source_id","trait","ancestry","genome_build","tier","p_threshold","candidate_snps","strong_snps","mapped_snps","post_clump_snps","min_f","mean_f","exclusion_reason"
"microbiome_2026_hunt","GCST90667033","Gut microbiota relative abundance (hMGS.06556: Yeguia hominis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667033","Gut microbiota relative abundance (hMGS.06556: Yeguia hominis)","EUR","GRCh37","exploratory",1e-05,93,93,93,21,19.5362947388726,21.4676384501435,""
"microbiome_2026_hunt","GCST90667034","Gut microbiota relative abundance (hMGS.06563: Aphodomonas sp934615235)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667034","Gut microbiota relative abundance (hMGS.06563: Aphodomonas sp934615235)","EUR","GRCh37","exploratory",1e-05,147,147,147,26,19.819484568431,21.7007374597927,""
"microbiome_2026_hunt","GCST90667035","Gut microbiota relative abundance (hMGS.06584: Dysosmobacter pullicola)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667035","Gut microbiota relative abundance (hMGS.06584: Dysosmobacter pullicola)","EUR","GRCh37","exploratory",1e-05,75,75,75,21,19.5415427646383,21.7093556427039,""
"microbiome_2026_hunt","GCST90667036","Gut microbiota relative abundance (hMGS.06594: Dysosmobacter sp944387035)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667036","Gut microbiota relative abundance (hMGS.06594: Dysosmobacter sp944387035)","EUR","GRCh37","exploratory",1e-05,16,16,16,11,20.366600253777,21.6945812942735,""
"microbiome_2026_hunt","GCST90667037","Gut microbiota relative abundance (hMGS.06598: Pauljensenia sp916439125)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667037","Gut microbiota relative abundance (hMGS.06598: Pauljensenia sp916439125)","EUR","GRCh37","exploratory",1e-05,104,104,103,16,19.7746308497698,21.8525756422826,""
"microbiome_2026_hunt","GCST90667038","Gut microbiota relative abundance (hMGS.06610: Copromonas faecavium)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667038","Gut microbiota relative abundance (hMGS.06610: Copromonas faecavium)","EUR","GRCh37","exploratory",1e-05,77,77,76,18,19.6654791753399,22.302807763348,""
"microbiome_2026_hunt","GCST90667039","Gut microbiota relative abundance (hMGS.06699: Lentihominibacter hominis)","EUR","GRCh37","primary",5e-08,1,1,1,1,34.5927882008268,34.5927882008268,""
"microbiome_2026_hunt","GCST90667039","Gut microbiota relative abundance (hMGS.06699: Lentihominibacter hominis)","EUR","GRCh37","exploratory",1e-05,52,52,51,20,19.553337076962,21.899931779837,""
"microbiome_2026_hunt","GCST90667040","Gut microbiota relative abundance (hMGS.06707: Actinomyces dentalis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667040","Gut microbiota relative abundance (hMGS.06707: Actinomyces dentalis)","EUR","GRCh37","exploratory",1e-05,59,59,59,17,19.7386068403076,21.7112832524622,""
"microbiome_2026_hunt","GCST90667041","Gut microbiota relative abundance (hMGS.06720: Mediterraneibacter sp014287475)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667041","Gut microbiota relative abundance (hMGS.06720: Mediterraneibacter sp014287475)","EUR","GRCh37","exploratory",1e-05,39,39,39,25,19.5622649955398,22.1223885118726,""
"microbiome_2026_hunt","GCST90667042","Gut microbiota relative abundance (hMGS.06732: CAKTXU01 sp934630995)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667042","Gut microbiota relative abundance (hMGS.06732: CAKTXU01 sp934630995)","EUR","GRCh37","exploratory",1e-05,55,55,54,24,19.6280192698657,21.4406524093844,""
"microbiome_2026_hunt","GCST90667043","Gut microbiota relative abundance (hMGS.06760: Zhenpiania hominis)","EUR","GRCh37","primary",5e-08,1,1,1,1,31.0652904589603,31.0652904589603,""
"microbiome_2026_hunt","GCST90667043","Gut microbiota relative abundance (hMGS.06760: Zhenpiania hominis)","EUR","GRCh37","exploratory",1e-05,63,63,61,17,19.6555403886671,21.9538669099361,""
"microbiome_2026_hunt","GCST90667044","Gut microbiota relative abundance (hMGS.06773: JAHZIE01 sp019419895)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667044","Gut microbiota relative abundance (hMGS.06773: JAHZIE01 sp019419895)","EUR","GRCh37","exploratory",1e-05,81,81,80,23,19.5487750372346,21.2009064407787,""
"microbiome_2026_hunt","GCST90667045","Gut microbiota relative abundance (hMGS.06814: Lentihominibacter sp900066305)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667045","Gut microbiota relative abundance (hMGS.06814: Lentihominibacter sp900066305)","EUR","GRCh37","exploratory",1e-05,75,75,74,17,19.661795533019,21.7411826356037,""
"microbiome_2026_hunt","GCST90667046","Gut microbiota relative abundance (hMGS.06816: Marvinbryantia shaoxingensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667046","Gut microbiota relative abundance (hMGS.06816: Marvinbryantia shaoxingensis)","EUR","GRCh37","exploratory",1e-05,165,165,161,11,20.4732338305832,23.1809782612225,""
"microbiome_2026_hunt","GCST90667047","Gut microbiota relative abundance (hMGS.06817: Ligaoa zhengdingensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667047","Gut microbiota relative abundance (hMGS.06817: Ligaoa zhengdingensis)","EUR","GRCh37","exploratory",1e-05,56,56,55,19,19.7566510945249,21.3491840215398,""
"microbiome_2026_hunt","GCST90667048","Gut microbiota relative abundance (hMGS.06873: Lentihominibacter excrementipullorum)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667048","Gut microbiota relative abundance (hMGS.06873: Lentihominibacter excrementipullorum)","EUR","GRCh37","exploratory",1e-05,111,111,109,23,19.7248019482567,21.9454402144041,""
"microbiome_2026_hunt","GCST90667049","Gut microbiota relative abundance (hMGS.06911: Dysosmobacter faecalis)","EUR","GRCh37","primary",5e-08,5,5,5,1,36.0768030696205,36.0768030696205,""
"microbiome_2026_hunt","GCST90667049","Gut microbiota relative abundance (hMGS.06911: Dysosmobacter faecalis)","EUR","GRCh37","exploratory",1e-05,99,99,97,19,19.5713996174044,21.5900222547514,""
"microbiome_2026_hunt","GCST90667050","Gut microbiota relative abundance (hMGS.06916: Luoshenia tenuis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667050","Gut microbiota relative abundance (hMGS.06916: Luoshenia tenuis)","EUR","GRCh37","exploratory",1e-05,57,57,57,15,19.5843997296212,22.4360678982257,""
"microbiome_2026_hunt","GCST90667051","Gut microbiota relative abundance (hMGS.06982: Merdisoma sp002160825)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667051","Gut microbiota relative abundance (hMGS.06982: Merdisoma sp002160825)","EUR","GRCh37","exploratory",1e-05,43,43,41,19,19.5842694019191,20.8264271294025,""
"microbiome_2026_hunt","GCST90667052","Gut microbiota relative abundance (hMGS.06989: Egerieenecus sp900553315)","EUR","GRCh37","primary",5e-08,5,5,5,1,30.2086937013923,30.2086937013923,""
"microbiome_2026_hunt","GCST90667052","Gut microbiota relative abundance (hMGS.06989: Egerieenecus sp900553315)","EUR","GRCh37","exploratory",1e-05,107,107,105,13,19.5743633386333,22.2300441595216,""
"microbiome_2026_hunt","GCST90667053","Gut microbiota relative abundance (hMGS.07049: Scatomonas hejianensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667053","Gut microbiota relative abundance (hMGS.07049: Scatomonas hejianensis)","EUR","GRCh37","exploratory",1e-05,64,64,64,15,19.7195030386901,22.5868061421706,""
"microbiome_2026_hunt","GCST90667054","Gut microbiota relative abundance (hMGS.07052: Pararuminococcus gallinarum)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.0964682783621,30.0964682783621,""
"microbiome_2026_hunt","GCST90667054","Gut microbiota relative abundance (hMGS.07052: Pararuminococcus gallinarum)","EUR","GRCh37","exploratory",1e-05,66,66,66,18,19.8288259480865,22.3417454000083,""
"microbiome_2026_hunt","GCST90667055","Gut microbiota relative abundance (hMGS.07078: Diplocloster agilis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667055","Gut microbiota relative abundance (hMGS.07078: Diplocloster agilis)","EUR","GRCh37","exploratory",1e-05,102,102,102,15,19.698555382118,21.2995927356727,""
"microbiome_2026_hunt","GCST90667056","Gut microbiota relative abundance (hMGS.07089: Dysosmobacter A sp014334055)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667056","Gut microbiota relative abundance (hMGS.07089: Dysosmobacter A sp014334055)","EUR","GRCh37","exploratory",1e-05,88,88,86,20,19.7929622674505,21.0430060574798,""
"microbiome_2026_hunt","GCST90667057","Gut microbiota relative abundance (hMGS.07107: Instestinimonas A gabonensis)","EUR","GRCh37","primary",5e-08,1,1,1,1,31.057992157527,31.057992157527,""
"microbiome_2026_hunt","GCST90667057","Gut microbiota relative abundance (hMGS.07107: Instestinimonas A gabonensis)","EUR","GRCh37","exploratory",1e-05,70,70,69,23,19.8080980958469,21.7238115027039,""
"microbiome_2026_hunt","GCST90667058","Gut microbiota relative abundance (hMGS.07141: Guopingia tenuis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667058","Gut microbiota relative abundance (hMGS.07141: Guopingia tenuis)","EUR","GRCh37","exploratory",1e-05,42,42,41,22,19.5226500130767,21.5640602277853,""
"microbiome_2026_hunt","GCST90667059","Gut microbiota relative abundance (hMGS.07187: Massiliimalia massiliensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667059","Gut microbiota relative abundance (hMGS.07187: Massiliimalia massiliensis)","EUR","GRCh37","exploratory",1e-05,63,63,62,14,19.5937831922265,22.0256605441661,""
"microbiome_2026_hunt","GCST90667060","Gut microbiota relative abundance (hMGS.07232: QANA01 sp019420265)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667060","Gut microbiota relative abundance (hMGS.07232: QANA01 sp019420265)","EUR","GRCh37","exploratory",1e-05,153,153,148,15,20.2656073934551,21.5848074451341,""
"microbiome_2026_hunt","GCST90667061","Gut microbiota relative abundance (hMGS.07279: Gehongia tenuis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667061","Gut microbiota relative abundance (hMGS.07279: Gehongia tenuis)","EUR","GRCh37","exploratory",1e-05,175,175,174,25,19.6010951897286,21.6023309537299,""
"microbiome_2026_hunt","GCST90667062","Gut microbiota relative abundance (hMGS.07280: Anaerotruncus sp014385085)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667062","Gut microbiota relative abundance (hMGS.07280: Anaerotruncus sp014385085)","EUR","GRCh37","exploratory",1e-05,117,117,113,20,19.5213857527796,21.0000951787192,""
"microbiome_2026_hunt","GCST90667063","Gut microbiota relative abundance (hMGS.07301: Pseudoscilispira sp020555605)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667063","Gut microbiota relative abundance (hMGS.07301: Pseudoscilispira sp020555605)","EUR","GRCh37","exploratory",1e-05,34,34,34,16,19.5193744082572,21.5388143773537,""
"microbiome_2026_hunt","GCST90667064","Gut microbiota relative abundance (hMGS.07319: Acutalibacter sp905215055)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667064","Gut microbiota relative abundance (hMGS.07319: Acutalibacter sp905215055)","EUR","GRCh37","exploratory",1e-05,42,42,42,17,19.5273584280101,20.9009931372002,""
"microbiome_2026_hunt","GCST90667065","Gut microbiota relative abundance (hMGS.07321: Angelakisella massiliensis)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.218671415656,30.218671415656,""
"microbiome_2026_hunt","GCST90667065","Gut microbiota relative abundance (hMGS.07321: Angelakisella massiliensis)","EUR","GRCh37","exploratory",1e-05,85,85,84,21,19.6457689947546,21.9439145458309,""
"microbiome_2026_hunt","GCST90667066","Gut microbiota relative abundance (hMGS.07332: RGIG7067 sp944384895)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667066","Gut microbiota relative abundance (hMGS.07332: RGIG7067 sp944384895)","EUR","GRCh37","exploratory",1e-05,49,49,48,16,19.7554418533077,21.9453664434357,""
"microbiome_2026_hunt","GCST90667067","Gut microbiota relative abundance (hMGS.07334: Paralachnospira dongpingensis)","EUR","GRCh37","primary",5e-08,3,3,3,2,32.013972376154,32.6840924432464,""
"microbiome_2026_hunt","GCST90667067","Gut microbiota relative abundance (hMGS.07334: Paralachnospira dongpingensis)","EUR","GRCh37","exploratory",1e-05,370,370,364,24,19.5344994987598,22.5379231171535,""
"microbiome_2026_hunt","GCST90667068","Gut microbiota relative abundance (hMGS.07343: CAKTXU01 sp934615635)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667068","Gut microbiota relative abundance (hMGS.07343: CAKTXU01 sp934615635)","EUR","GRCh37","exploratory",1e-05,24,24,23,14,19.7192486374234,21.1638722803971,""
"microbiome_2026_hunt","GCST90667069","Gut microbiota relative abundance (hMGS.07347: Blautia A sp934364795)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667069","Gut microbiota relative abundance (hMGS.07347: Blautia A sp934364795)","EUR","GRCh37","exploratory",1e-05,51,51,51,16,20.0499201876911,22.1613230507497,""
"microbiome_2026_hunt","GCST90667070","Gut microbiota relative abundance (hMGS.07356: Avoscillospira A sp019422005)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667070","Gut microbiota relative abundance (hMGS.07356: Avoscillospira A sp019422005)","EUR","GRCh37","exploratory",1e-05,20,20,19,10,19.5198219011954,20.0690776024122,""
"microbiome_2026_hunt","GCST90667071","Gut microbiota relative abundance (hMGS.07358: JAHZGC01 sp019421015)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667071","Gut microbiota relative abundance (hMGS.07358: JAHZGC01 sp019421015)","EUR","GRCh37","exploratory",1e-05,99,99,96,18,19.5437263252089,21.5838757549706,""
"microbiome_2026_hunt","GCST90667072","Gut microbiota relative abundance (hMGS.07440: UBA7185 sp900556545)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667072","Gut microbiota relative abundance (hMGS.07440: UBA7185 sp900556545)","EUR","GRCh37","exploratory",1e-05,64,64,64,14,19.6307440040778,21.2801847076126,""
"microbiome_2026_hunt","GCST90667073","Gut microbiota relative abundance (hMGS.07460: Limivivens sp905214955)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667073","Gut microbiota relative abundance (hMGS.07460: Limivivens sp905214955)","EUR","GRCh37","exploratory",1e-05,39,39,38,12,19.6236428879674,21.1586640885142,""
"microbiome_2026_hunt","GCST90667074","Gut microbiota relative abundance (hMGS.07495: Zhenpiania massiliensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667074","Gut microbiota relative abundance (hMGS.07495: Zhenpiania massiliensis)","EUR","GRCh37","exploratory",1e-05,24,24,23,12,20.6151927741041,22.7736367500911,""
"microbiome_2026_hunt","GCST90667075","Gut microbiota relative abundance (hMGS.07501: Pygmaiobacter sp014287275)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667075","Gut microbiota relative abundance (hMGS.07501: Pygmaiobacter sp014287275)","EUR","GRCh37","exploratory",1e-05,133,133,127,18,19.5356128864421,21.7212303086999,""
"microbiome_2026_hunt","GCST90667076","Gut microbiota relative abundance (hMGS.07534: Faecivicinus sp934663595)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667076","Gut microbiota relative abundance (hMGS.07534: Faecivicinus sp934663595)","EUR","GRCh37","exploratory",1e-05,102,102,102,27,19.5637373678177,22.0408447735601,""
"microbiome_2026_hunt","GCST90667077","Gut microbiota relative abundance (hMGS.07535: HGM12545 sp900761925)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667077","Gut microbiota relative abundance (hMGS.07535: HGM12545 sp900761925)","EUR","GRCh37","exploratory",1e-05,106,106,105,13,19.6263698840428,21.1610674275362,""
"microbiome_2026_hunt","GCST90667078","Gut microbiota relative abundance (hMGS.07537: Bianquea sp019423265)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667078","Gut microbiota relative abundance (hMGS.07537: Bianquea sp019423265)","EUR","GRCh37","exploratory",1e-05,103,103,101,21,19.5337736747885,21.6069959030187,""
"microbiome_2026_hunt","GCST90667079","Gut microbiota relative abundance (hMGS.07565: Heritagella sp905200265)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667079","Gut microbiota relative abundance (hMGS.07565: Heritagella sp905200265)","EUR","GRCh37","exploratory",1e-05,30,30,30,19,19.5600136504724,20.7216400847169,""
"microbiome_2026_hunt","GCST90667080","Gut microbiota relative abundance (hMGS.07639: JAJEQR01 sp020687485)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667080","Gut microbiota relative abundance (hMGS.07639: JAJEQR01 sp020687485)","EUR","GRCh37","exploratory",1e-05,167,167,164,21,19.7278038520826,21.8755656740339,""
"microbiome_2026_hunt","GCST90667081","Gut microbiota relative abundance (hMGS.07693: Feifania hominis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667081","Gut microbiota relative abundance (hMGS.07693: Feifania hominis)","EUR","GRCh37","exploratory",1e-05,123,123,122,19,19.6705629910973,21.9976294207181,""
"microbiome_2026_hunt","GCST90667082","Gut microbiota relative abundance (hMGS.07702: HGM11808 sp900757025)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667082","Gut microbiota relative abundance (hMGS.07702: HGM11808 sp900757025)","EUR","GRCh37","exploratory",1e-05,102,102,101,32,19.5197647254196,22.1680823035778,""
"microbiome_2026_hunt","GCST90667083","Gut microbiota relative abundance (hMGS.07714: Bianquea renquensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667083","Gut microbiota relative abundance (hMGS.07714: Bianquea renquensis)","EUR","GRCh37","exploratory",1e-05,65,65,64,22,19.5965416135246,21.5779750922572,""
"microbiome_2026_hunt","GCST90667084","Gut microbiota relative abundance (hMGS.07716: Massiliimalia timonensis)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667084","Gut microbiota relative abundance (hMGS.07716: Massiliimalia timonensis)","EUR","GRCh37","exploratory",1e-05,56,56,55,14,19.5406701137429,21.5194125085275,""
"microbiome_2026_hunt","GCST90667085","Gut microbiota relative abundance (hMGS.07719: Lentihominibacter sp905193765)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667085","Gut microbiota relative abundance (hMGS.07719: Lentihominibacter sp905193765)","EUR","GRCh37","exploratory",1e-05,49,49,49,23,19.5577488682647,21.3336120732393,""
"microbiome_2026_hunt","GCST90667086","Gut microbiota relative abundance (hMGS.07731: Bittarella massiliensis A)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.7201995204441,30.7201995204441,""
"microbiome_2026_hunt","GCST90667086","Gut microbiota relative abundance (hMGS.07731: Bittarella massiliensis A)","EUR","GRCh37","exploratory",1e-05,56,56,55,24,19.6194492348903,21.46463676018,""
"microbiome_2026_hunt","GCST90667087","Gut microbiota relative abundance (hMGS.07739: Pullichristensenella sp904420265)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667087","Gut microbiota relative abundance (hMGS.07739: Pullichristensenella sp904420265)","EUR","GRCh37","exploratory",1e-05,90,90,89,25,19.5634937299417,21.785398815177,""
"microbiome_2026_hunt","GCST90667088","Gut microbiota relative abundance (hMGS.10004: Saccharomyces cerevisiae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667088","Gut microbiota relative abundance (hMGS.10004: Saccharomyces cerevisiae)","EUR","GRCh37","exploratory",1e-05,76,76,76,9,19.7475978387658,21.532731615834,""
"microbiome_2026_hunt","GCST90667089","Gut microbial functional pathway relative abundance (KEGG-module M00001: Glycolysis (Embden-Meyerhof pathway), glucose to pyruvate)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667089","Gut microbial functional pathway relative abundance (KEGG-module M00001: Glycolysis (Embden-Meyerhof pathway), glucose to pyruvate)","EUR","GRCh37","exploratory",1e-05,168,168,167,14,19.7756785537692,22.296591134122,""
"microbiome_2026_hunt","GCST90667090","Gut microbial functional pathway relative abundance (KEGG-module M00002: Glycolysis, core module involving three-carbon compounds)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667090","Gut microbial functional pathway relative abundance (KEGG-module M00002: Glycolysis, core module involving three-carbon compounds)","EUR","GRCh37","exploratory",1e-05,70,70,70,19,19.5252467437579,21.0595209110222,""
"microbiome_2026_hunt","GCST90667091","Gut microbial functional pathway relative abundance (KEGG-module M00003: Gluconeogenesis, oxaloacetate to fructose-6P)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667091","Gut microbial functional pathway relative abundance (KEGG-module M00003: Gluconeogenesis, oxaloacetate to fructose-6P)","EUR","GRCh37","exploratory",1e-05,57,57,57,15,19.5554952503134,21.8638343208959,""
"microbiome_2026_hunt","GCST90667092","Gut microbial functional pathway relative abundance (KEGG-module M00004: Pentose phosphate pathway (Pentose phosphate cycle))","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667092","Gut microbial functional pathway relative abundance (KEGG-module M00004: Pentose phosphate pathway (Pentose phosphate cycle))","EUR","GRCh37","exploratory",1e-05,59,59,59,18,19.7612134858275,20.8165441031426,""
"microbiome_2026_hunt","GCST90667093","Gut microbial functional pathway relative abundance (KEGG-module M00005: PRPP biosynthesis, ribose 5P to PRPP)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667093","Gut microbial functional pathway relative abundance (KEGG-module M00005: PRPP biosynthesis, ribose 5P to PRPP)","EUR","GRCh37","exploratory",1e-05,24,24,24,16,19.5602835319761,21.3771959934921,""
"microbiome_2026_hunt","GCST90667094","Gut microbial functional pathway relative abundance (KEGG-module M00006: Pentose phosphate pathway, oxidative phase, glucose 6P to ribulose 5P)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667094","Gut microbial functional pathway relative abundance (KEGG-module M00006: Pentose phosphate pathway, oxidative phase, glucose 6P to ribulose 5P)","EUR","GRCh37","exploratory",1e-05,31,31,31,14,19.8590501749681,21.7218315536496,""
"microbiome_2026_hunt","GCST90667095","Gut microbial functional pathway relative abundance (KEGG-module M00007: Pentose phosphate pathway, non-oxidative phase, fructose 6P to ribose 5P)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667095","Gut microbial functional pathway relative abundance (KEGG-module M00007: Pentose phosphate pathway, non-oxidative phase, fructose 6P to ribose 5P)","EUR","GRCh37","exploratory",1e-05,59,59,58,12,19.6745301728623,21.5677335168663,""
"microbiome_2026_hunt","GCST90667096","Gut microbial functional pathway relative abundance (KEGG-module M00008: Entner-Doudoroff pathway, glucose-6P to glyceraldehyde-3P + pyruvate)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667096","Gut microbial functional pathway relative abundance (KEGG-module M00008: Entner-Doudoroff pathway, glucose-6P to glyceraldehyde-3P + pyruvate)","EUR","GRCh37","exploratory",1e-05,26,26,26,16,19.590399379909,21.9507820364285,""
"microbiome_2026_hunt","GCST90667097","Gut microbial functional pathway relative abundance (KEGG-module M00009: Citrate cycle (TCA cycle, Krebs cycle))","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667097","Gut microbial functional pathway relative abundance (KEGG-module M00009: Citrate cycle (TCA cycle, Krebs cycle))","EUR","GRCh37","exploratory",1e-05,38,38,38,12,19.6013917164993,21.0754877033778,""
"microbiome_2026_hunt","GCST90667098","Gut microbial functional pathway relative abundance (KEGG-module M00010: Citrate cycle, first carbon oxidation, oxaloacetate to 2-oxoglutarate)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667098","Gut microbial functional pathway relative abundance (KEGG-module M00010: Citrate cycle, first carbon oxidation, oxaloacetate to 2-oxoglutarate)","EUR","GRCh37","exploratory",1e-05,255,255,251,16,19.5757237358542,20.9832872817715,""
"microbiome_2026_hunt","GCST90667099","Gut microbial functional pathway relative abundance (KEGG-module M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate to oxaloacetate)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667099","Gut microbial functional pathway relative abundance (KEGG-module M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate to oxaloacetate)","EUR","GRCh37","exploratory",1e-05,57,57,57,22,19.9093752822848,21.9775604451708,""
"microbiome_2026_hunt","GCST90667100","Gut microbial functional pathway relative abundance (KEGG-module M00012: Glyoxylate cycle)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026_hunt","GCST90667100","Gut microbial functional pathway relative abundance (KEGG-module M00012: Glyoxylate cycle)","EUR","GRCh37","exploratory",1e-05,27,27,27,15,19.7457217553122,21.651162369038,""
