"outcome_id","dataset","source_id","trait","tier","requested_instrument_rows","harmonised_snps","excluded_snps","pair_harmonisation_status","outcome_ancestry","analysis_role","effect_scale","pair_id","exposure_role","exposure_outcome_overlap_class","cross_analysis_dependence"
"ed_2025_afr","microbiome_2026","GCST90670409","Gut microbiome species presence (Faecalibacterium prausnitzii A, GCF_023347235.1)","exploratory",12,8,4,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670409|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670409","Gut microbiome species presence (Faecalibacterium prausnitzii A, GCF_023347235.1)","primary",1,1,0,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670409|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670410","Gut microbiome species abundance (Eisenbergiella sp900066775, GCA_003481005.1)","exploratory",17,10,7,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670410|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670411","Gut microbiome species abundance (Roseburia hominis, GCF_000225345.1)","exploratory",14,1,13,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670411|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670412","Gut microbiome species abundance (Faecalibacterium prausnitzii D, GCF_023347255.1)","exploratory",10,5,5,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670412|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670413","Gut microbiome species abundance (Roseburia inulinivorans, GCF_000174195.1)","exploratory",11,3,8,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670413|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670414","Gut microbiome species presence (Coprococcus sp900066115, GCF_003461625.1)","exploratory",12,6,6,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670414|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670415","Gut microbiome species abundance (CAG-41 sp900066215, GCA_003460745.1)","exploratory",17,10,7,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670415|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670416","Gut microbiome species abundance (Eubacterium F sp003491505, GCF_003477605.1)","exploratory",22,9,13,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670416|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670417","Gut microbiome species abundance (Alistipes onderdonkii, GCA_025145285.1)","exploratory",19,5,14,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670417|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670417","Gut microbiome species abundance (Alistipes onderdonkii, GCA_025145285.1)","primary",1,0,1,"not_estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670417|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670418","Gut microbiome species presence (Catenibacterium sp000437715, GCF_004168205.1)","exploratory",13,8,5,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670418|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670419","Gut microbiome species presence (Prevotella sp003447235, GCA_003447235.1)","exploratory",13,2,11,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670419|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670420","Gut microbiome species abundance (UBA1417 sp003531055, GCA_021029595.1)","exploratory",18,7,11,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670420|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670421","Gut microbiome species abundance (Alistipes shahii, GCA_025145845.1)","exploratory",24,9,15,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670421|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670422","Gut microbiome species presence (Sutterella wadsworthensis A, GCF_000297775.1)","exploratory",9,3,6,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670422|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670423","Gut microbiome species presence (Butyrivibrio A crossotus, GCA_025148445.1)","exploratory",13,4,9,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670423|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670424","Gut microbiome species abundance (Odoribacter splanchnicus, GCF_000190535.1)","exploratory",18,6,12,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670424|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670425","Gut microbiome species presence (Eubacterium R sp000436835, GCA_000436835.1)","exploratory",19,10,9,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670425|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670426","Gut microbiome species abundance (Agathobaculum butyriciproducens, GCA_003096535.1)","exploratory",17,4,13,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670426|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670426","Gut microbiome species abundance (Agathobaculum butyriciproducens, GCA_003096535.1)","primary",1,1,0,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670426|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
